transaction_amount,transaction_hour,account_age_days,new_device,location_mismatch,failed_attempts,transactions_last_10min,transactions_last_24h,previous_avg_amount,international_transaction,is_fraud
3348.25,7,234,0,1,3,2,13,2013.31,0,1
4083.22,4,76,1,1,5,8,10,1506.16,0,1
3016.99,9,1016,0,0,0,1,0,3240.53,0,0
3068.84,16,228,0,0,0,0,3,1074.23,0,0
4162.12,19,1228,0,0,1,0,5,1185.85,0,0
3565.01,19,205,1,1,3,5,4,1783.92,1,1
6972.5,17,203,1,1,3,7,7,1445.11,1,1
2964.42,16,499,0,0,0,0,1,1373.99,0,0
3845.2,15,1036,0,1,0,0,1,1462.99,0,0
3518.25,10,1199,0,1,0,1,4,999.08,0,0
1605.34,20,216,1,0,1,1,3,1615.37,0,0
2837.66,11,1011,0,1,0,1,1,2683.44,0,0
2543.98,12,309,1,1,0,1,3,2429.52,1,0
5970.25,4,239,0,1,3,2,8,2695.83,1,1
4998.07,2,18,0,1,1,2,4,3682.6,0,1
12504.91,2,56,1,1,2,4,6,2236.2,1,1
2878.44,22,1288,0,0,0,0,3,1727.5,0,0
2950.51,15,638,0,0,0,1,5,1756.79,0,0
6456.87,1,30,0,0,3,3,7,1599.77,1,1
2272.49,21,1398,0,0,0,0,1,2891.74,0,0
4432.13,4,11,0,1,5,4,6,1792.55,0,1
14080.45,0,12,0,1,5,0,13,1260.96,1,1
6714.17,0,179,1,0,5,5,8,1968.54,1,1
829.76,13,707,0,0,0,0,2,1866.14,0,0
1738.27,21,1155,1,0,1,2,3,2088.32,0,0
2803.98,22,60,0,0,0,1,0,1755.63,0,0
2646.24,10,620,0,0,0,1,3,1741.41,0,0
4313.99,2,206,1,1,4,3,8,1473.93,0,1
10036.3,3,142,1,1,3,1,7,1212.23,1,1
1935.52,19,254,0,0,1,1,1,1998.53,0,0
16737.16,4,240,1,1,2,2,13,1609.67,1,1
6237.46,3,111,1,1,1,2,12,1686.54,1,1
1605.74,19,717,1,0,0,0,5,2611.03,0,0
7704.61,3,170,0,1,4,1,4,987.73,1,1
3337.25,10,228,0,0,0,0,2,1257.48,0,0
4794.41,2,183,1,1,2,3,6,1041.96,0,1
6313.49,14,159,1,1,3,4,9,1711.98,1,1
5337.07,2,115,1,1,5,3,10,3711.15,0,1
7583.02,16,161,1,1,1,4,10,1424.65,1,1
1403.81,16,159,0,0,0,0,1,1144.97,0,0
2722.63,18,9,1,0,5,2,11,2960.66,0,1
6568.81,5,132,1,1,3,2,8,1358.84,1,1
1656.35,18,660,0,0,0,1,4,1827.85,0,0
2031.14,19,566,0,0,0,0,7,2225.01,0,0
10106.67,2,56,1,1,4,3,3,1035.13,0,1
2422.52,19,286,0,0,0,0,1,1577.29,0,0
2138.26,9,1125,0,0,1,0,6,1246.62,0,0
1565.45,10,959,0,1,0,0,4,1585.07,0,0
1086.75,13,1319,0,0,0,2,3,1754.41,0,0
1779.94,10,950,0,1,0,0,1,1523.38,0,0
13378.85,7,58,1,1,2,4,3,2003.97,1,1
3035.71,5,156,0,1,3,2,5,1420.76,0,1
6787.81,4,178,1,1,1,1,2,2702.91,0,1
3991.69,4,183,1,1,2,1,7,1366.95,1,1
2879.21,2,36,0,1,1,1,7,3323.15,0,1
9511.83,4,38,1,1,4,4,5,2025.78,0,1
9254.62,8,98,1,1,4,5,8,1994.49,1,1
4605.78,9,127,1,1,2,2,8,1711.84,1,1
5212.77,3,242,1,1,1,2,5,1967.34,1,1
1637.19,10,173,0,0,0,0,6,3396.36,0,0
2187.42,20,386,0,0,0,0,5,1096.37,0,0
4560.99,0,85,0,1,3,3,4,4239.67,1,1
3631.3,17,238,0,0,0,0,2,948.31,0,0
1564.89,17,1204,0,0,0,2,2,1029.23,1,0
8509.47,3,91,1,1,4,2,10,2077.27,1,1
1151.11,20,67,0,0,0,2,4,1587.85,0,0
6944.49,9,158,1,1,1,4,13,2668.27,1,1
1987.58,16,1149,0,0,1,1,3,2108.11,0,0
3966.43,4,171,1,1,5,4,9,1785.3,0,1
1505.45,11,881,0,0,1,0,4,2475.53,0,0
6320.34,2,190,1,1,3,7,11,1776.9,0,1
7765.3,5,30,1,1,5,5,3,2450.04,1,1
2381.87,22,1050,0,0,1,0,5,2050.67,0,0
4530.17,4,243,0,1,3,5,8,1569.23,0,1
2029.74,9,588,0,0,0,0,8,1282.15,0,0
1438.11,15,1214,0,0,1,1,4,2686.2,0,0
1740.4,22,487,1,0,1,1,3,2601.61,0,0
4041.56,5,190,1,1,1,4,8,1099.86,0,1
910.56,20,221,0,0,0,0,4,2172.8,0,0
8099.51,4,10,1,1,5,2,9,1061.18,1,1
2728.39,18,1340,0,0,0,2,7,1970.54,0,0
3457.51,16,1105,0,0,0,0,6,1209.52,0,0
7447.8,2,179,0,1,1,3,9,938.72,0,1
1156.47,17,136,0,0,0,1,0,1960.71,0,0
3151.23,4,216,0,1,5,4,9,1358.71,1,1
2714.68,17,312,0,0,0,0,3,2096.01,0,0
3388.61,20,427,0,0,0,0,2,1233.48,0,0
1362.16,14,1299,0,0,1,0,1,1700.9,0,0
2504.51,3,155,1,0,3,5,12,2379.67,0,1
3045.07,2,95,1,0,2,3,5,1890.3,0,1
4093.95,2,143,0,1,2,3,7,1511.78,1,1
5789.25,1,110,1,1,3,2,11,1436.82,1,1
1374.0,16,621,0,0,1,1,2,2453.88,0,0
1846.29,1,26,0,1,1,2,7,2135.94,1,1
1025.39,8,993,0,0,0,2,1,1384.02,0,0
7302.25,3,46,0,1,1,2,10,1547.12,1,1
4698.28,17,1158,0,0,0,0,6,1990.44,0,0
4648.72,14,122,1,1,4,1,6,1507.54,0,1
1461.08,9,480,1,1,0,0,0,3346.01,0,0
2702.36,17,1001,0,1,0,0,3,1273.21,0,0
1604.64,9,592,0,0,0,1,2,2691.27,0,0
4685.5,4,172,1,1,3,0,9,1869.52,0,1
5182.06,16,221,1,1,4,4,4,2119.27,1,1
1646.24,14,219,1,0,1,0,2,1914.02,0,0
1951.2,14,804,0,0,1,1,3,3539.49,0,0
5996.61,10,186,0,1,5,5,7,1570.03,1,1
1484.15,13,508,0,0,1,0,4,3274.8,0,0
3128.66,16,95,0,0,0,2,1,1614.23,0,0
2814.06,5,34,0,1,3,3,12,2385.29,1,1
8865.41,0,59,1,1,2,4,7,1595.73,1,1
2794.71,3,222,1,1,4,5,9,3214.0,1,1
2615.74,13,616,0,0,0,1,4,1716.29,0,0
1884.12,18,665,0,0,0,1,7,2147.48,0,0
1749.35,21,869,0,0,0,1,6,1491.45,0,0
2119.71,20,611,0,0,0,2,4,1864.72,0,0
6272.89,3,159,1,1,5,3,12,2308.15,1,1
13100.3,17,28,1,1,2,2,13,2613.44,1,1
1178.37,19,959,0,0,1,1,3,2032.61,0,0
8250.89,5,107,1,1,5,1,5,4511.75,1,1
1991.81,15,402,0,0,0,1,1,2124.83,0,0
6247.68,16,6,1,1,3,2,7,1718.96,1,1
7003.96,0,249,1,1,1,2,8,1470.5,1,1
2276.3,13,184,1,0,0,1,1,1682.19,0,0
14043.14,21,94,0,1,2,4,10,2556.71,1,1
3448.81,0,5,1,1,5,7,8,1641.86,1,1
4978.93,22,224,0,0,0,0,3,2150.95,0,0
4224.11,9,1458,0,1,0,0,2,2142.59,0,0
7874.65,5,176,1,1,3,4,2,3001.43,1,1
5628.38,1,135,0,1,5,3,14,1943.41,0,1
2781.31,22,545,0,0,1,0,4,1267.89,0,0
1951.49,5,187,1,1,3,3,7,1477.28,0,1
3559.44,20,352,0,1,1,1,3,1009.52,0,0
2454.11,14,89,0,0,0,0,7,2459.86,0,0
2312.6,22,1254,0,0,0,0,1,2300.55,0,0
2884.15,13,82,0,0,0,1,2,2141.35,0,0
1291.97,20,1108,0,0,1,0,2,1672.86,0,0
3157.21,8,122,0,1,1,5,8,2109.05,1,1
6075.32,1,56,1,1,5,6,5,1607.15,1,1
1381.47,15,1152,0,0,0,1,4,1532.62,0,0
3065.2,19,607,0,1,0,1,5,1402.14,0,0
1685.12,14,1033,1,0,1,1,3,1465.56,0,0
4324.12,4,34,1,1,5,4,8,2077.52,0,1
15704.25,4,138,1,1,5,3,9,1693.13,1,1
745.03,22,139,0,0,2,0,2,3254.12,0,0
1706.67,17,896,1,0,1,0,6,2228.24,1,0
2127.02,12,168,1,1,2,3,8,772.68,1,1
1622.16,21,69,0,0,0,1,2,2687.29,0,0
2720.33,9,1458,0,0,0,0,6,2625.44,0,0
11381.21,5,173,1,1,3,6,7,1001.92,1,1
3147.15,11,1027,1,0,0,0,1,1051.29,0,0
4762.32,18,158,1,0,1,0,11,3665.87,1,1
2386.32,19,482,0,0,0,0,2,1669.06,0,0
9031.47,21,137,0,1,1,2,8,2921.16,0,1
824.75,16,416,0,0,1,0,6,1389.0,0,0
2241.91,18,283,0,0,0,0,6,1652.52,0,0
1866.17,10,415,1,0,1,0,2,1888.41,0,0
6245.11,2,118,0,1,5,7,8,2622.78,0,1
3806.91,2,92,1,1,4,2,12,1435.33,1,1
3074.86,13,231,1,0,0,0,2,1390.78,0,0
3252.74,17,221,0,0,2,1,4,1549.77,0,0
994.3,20,1477,0,0,0,0,1,1955.13,0,0
2827.12,17,94,0,0,0,0,5,3477.73,0,0
3982.01,5,92,1,1,3,4,9,2345.02,1,1
2467.01,20,1339,1,0,1,0,3,1449.85,0,0
3678.35,8,71,0,1,4,2,7,2494.07,0,1
4908.43,18,53,1,1,4,3,6,1848.97,1,1
8028.5,2,217,1,0,2,2,11,1265.92,1,1
1177.22,21,1426,0,0,1,1,4,2569.48,0,0
994.98,10,1072,0,0,0,0,3,1000.97,0,0
6528.29,1,73,1,1,2,2,7,2307.17,1,1
1245.46,16,152,0,0,0,0,7,1735.67,0,0
1015.64,14,426,0,0,1,0,2,2501.45,0,0
2041.43,8,530,0,0,0,0,2,1998.06,0,0
788.83,19,1122,0,0,0,0,2,1950.98,0,0
1738.19,22,474,1,0,0,1,3,2032.34,0,0
5697.88,2,202,0,0,2,1,5,1302.39,0,1
5543.5,20,242,0,0,5,2,4,1517.06,1,1
2203.15,18,438,0,0,0,0,5,2614.05,0,0
902.19,20,769,0,0,1,1,3,2678.86,0,0
3677.74,5,55,1,1,2,2,6,2497.2,1,1
6788.96,20,84,1,1,2,5,12,2676.66,1,1
11366.6,0,66,1,1,3,9,9,1982.17,1,1
1941.69,22,1320,0,0,0,0,2,1441.83,0,0
6749.68,5,116,1,1,5,3,8,2453.01,0,1
2176.03,12,819,0,0,0,1,3,1635.77,0,0
15477.14,11,144,1,1,5,2,8,2100.86,1,1
4980.98,3,66,1,1,4,6,9,1647.44,1,1
3797.0,0,62,1,1,5,2,6,3178.36,1,1
4248.28,0,161,1,1,5,1,8,3930.5,1,1
4869.11,2,65,1,1,5,2,4,1719.64,1,1
1418.96,11,1247,0,0,1,1,3,1174.5,0,0
6005.72,14,133,1,1,3,3,7,2474.13,1,1
380.37,14,1294,0,0,0,1,3,2160.48,0,0
5844.92,16,75,1,1,2,1,2,2060.17,0,1
3454.96,3,124,0,1,1,2,4,1877.06,1,1
7119.42,0,213,1,0,4,4,5,1932.03,1,1
1980.43,19,458,0,0,2,0,4,1675.45,0,0
1521.38,7,65,1,1,2,4,6,2114.97,1,1
2545.9,5,235,1,1,5,6,4,1687.78,1,1
7558.47,3,47,1,1,4,5,11,1856.7,1,1
1379.96,16,1315,0,0,1,0,3,1943.62,0,0
935.98,20,1039,0,0,2,0,2,1497.6,0,0
4186.66,0,117,1,1,5,3,10,3406.21,0,1
3125.99,0,118,1,1,5,5,5,1773.96,1,1
3714.39,21,987,0,0,0,0,3,2325.44,0,0
6330.3,0,200,1,0,3,4,8,2328.29,0,1
11861.85,5,56,1,1,5,7,9,1996.4,0,1
3095.05,5,107,1,1,3,5,8,1733.15,1,1
6639.6,0,35,1,1,1,1,8,1472.56,0,1
2017.11,2,28,1,1,5,1,3,2160.97,1,1
2037.54,22,578,0,0,1,1,4,1746.7,0,0
2605.91,19,372,1,0,2,0,1,904.37,1,0
4724.69,3,12,1,1,4,3,13,2681.28,1,1
1492.79,15,857,0,0,2,2,4,4198.88,0,0
14989.58,1,31,1,1,3,2,7,1835.14,0,1
3817.13,19,838,0,0,0,1,3,2811.3,0,0
9885.29,20,231,1,1,5,4,10,1528.68,1,1
5310.14,9,1046,0,0,0,0,6,1511.31,0,0
2337.62,6,199,1,1,2,1,11,1962.96,1,1
3402.25,18,519,0,0,0,0,4,2143.15,0,0
2160.79,17,1202,0,0,0,0,5,1062.54,0,0
3112.13,5,159,0,1,5,4,4,2504.98,0,1
5680.68,5,94,0,1,3,2,8,1698.89,1,1
1282.63,13,259,1,0,0,0,2,1722.87,0,0
1971.37,20,1106,0,0,0,1,8,1507.86,0,0
4328.87,21,1153,0,1,1,0,2,3218.66,0,0
3883.45,3,30,0,1,2,1,6,1639.28,1,1
2224.31,17,1482,0,0,1,0,3,953.61,0,0
3749.75,20,1335,0,0,0,2,8,1802.68,0,0
1927.16,16,2,0,1,4,3,9,1573.71,1,1
2032.27,10,1380,0,1,0,0,3,2769.03,0,0
820.85,16,1324,0,0,2,0,5,2040.6,0,0
1841.65,16,1330,0,0,0,1,3,1310.17,0,0
4931.49,23,164,1,0,5,3,7,2171.49,1,1
2485.75,20,218,0,1,5,2,7,2060.02,1,1
3742.51,20,1005,0,0,0,0,4,1194.68,0,0
3422.93,15,107,0,1,0,0,5,1560.14,0,0
15132.19,3,166,1,0,1,2,6,1692.12,1,1
2536.22,10,515,0,0,0,2,2,1182.78,0,0
1651.98,12,438,0,0,0,0,2,1229.64,0,0
2332.49,10,111,0,0,0,0,3,1655.99,0,0
2062.01,16,1114,0,0,0,0,6,1289.7,0,0
6427.35,3,97,1,1,5,5,8,1629.2,1,1
11224.72,6,10,1,1,1,6,3,2814.13,0,1
12489.99,5,61,1,1,1,4,10,2522.22,1,1
1747.81,19,75,0,0,0,0,0,1940.12,0,0
3219.81,13,1215,0,0,1,0,4,2090.16,0,0
9093.27,10,114,1,1,4,4,9,1750.27,1,1
2234.2,20,661,0,0,0,0,3,1789.57,0,0
8940.16,23,80,0,1,3,4,10,1693.98,1,1
3167.78,22,924,0,0,1,0,1,2875.4,0,0
6873.6,2,54,1,1,4,4,10,2045.15,1,1
1562.4,19,1395,0,0,1,0,1,2592.47,0,0
9909.22,17,49,0,1,4,2,5,3736.87,1,1
2129.95,15,456,1,0,2,2,3,953.11,0,0
1156.83,9,371,0,0,2,0,3,2463.61,0,0
1707.96,9,1361,1,0,0,0,1,2879.76,0,0
6025.49,4,215,0,1,5,3,7,2235.8,1,1
12319.71,5,151,1,0,5,2,18,1493.91,1,1
3565.85,3,249,1,1,5,3,6,1249.4,1,1
2685.55,13,995,0,1,0,2,5,3154.08,1,0
3882.05,4,229,0,1,4,6,9,1858.57,1,1
1595.56,14,578,0,1,0,0,2,2717.98,0,0
9723.32,16,73,1,1,3,7,5,1626.32,1,1
1431.95,21,646,0,0,0,0,4,1931.32,0,0
4345.83,0,167,0,1,5,2,9,1894.76,0,1
1278.04,9,1322,0,0,0,0,3,2352.23,0,0
1567.83,16,1479,0,0,0,2,2,1812.22,0,0
14818.63,2,32,1,1,3,6,5,1637.24,1,1
5264.75,2,37,0,1,5,1,9,2956.7,1,1
3747.93,17,352,0,0,0,0,1,3972.2,0,0
2311.93,8,1145,0,0,2,0,3,1876.19,0,0
3633.33,7,48,1,0,2,4,9,2504.38,1,1
1756.46,22,1275,0,0,0,0,4,1802.68,0,0
13004.94,22,65,1,0,5,1,14,1775.21,1,1
5001.7,0,28,1,1,5,4,8,2741.63,1,1
5329.82,0,136,1,1,5,1,10,2153.46,1,1
1739.86,18,1176,0,0,0,0,5,3791.04,0,0
11705.87,3,229,1,1,3,3,8,991.32,1,1
1331.51,18,869,0,0,0,0,5,1006.75,0,0
11627.71,4,136,1,1,3,6,2,1789.13,1,1
2448.34,19,987,0,0,0,0,0,2190.35,0,0
16450.9,0,77,0,1,5,2,9,1372.16,1,1
3275.82,4,178,1,1,2,2,9,1996.09,0,1
13774.05,1,199,0,1,2,2,8,1777.93,0,1
7987.91,20,25,1,1,1,3,4,1414.93,1,1
3008.59,21,11,1,1,4,3,6,1366.66,1,1
2874.02,0,99,1,1,2,1,7,850.48,1,1
2647.12,14,1191,1,0,2,0,4,1324.98,1,0
7087.29,15,83,0,0,3,7,9,1432.22,1,1
14391.01,3,47,1,1,4,2,6,1327.81,1,1
2656.51,18,329,1,0,0,0,5,1699.3,0,0
3443.37,3,115,0,1,5,4,8,799.63,1,1
1534.11,14,1355,0,0,0,1,1,1847.78,0,0
1746.76,20,1459,0,0,0,0,4,1560.88,0,0
3921.99,22,154,1,1,3,3,9,2472.71,1,1
4395.76,7,230,0,1,2,0,7,1653.38,0,1
2907.27,0,238,0,1,1,1,12,1907.79,1,1
1371.33,21,1344,0,0,0,0,0,2927.75,0,0
1546.99,14,1192,0,0,0,0,2,2662.88,0,0
3586.39,1,45,1,1,4,3,11,2286.79,1,1
2901.85,20,215,0,0,0,0,1,887.54,0,0
2887.87,4,243,1,1,3,2,7,1624.88,1,1
1428.33,15,441,0,0,0,1,6,2089.18,0,0
2075.9,8,955,0,0,1,0,5,3247.28,0,0
2091.55,1,144,1,1,1,3,7,1646.0,1,1
7640.42,3,59,1,1,4,6,6,2495.09,0,1
3404.16,20,1155,0,0,0,1,3,1745.59,0,0
7857.86,4,231,1,1,1,3,7,1422.56,1,1
3545.94,19,273,0,0,0,0,3,1987.55,0,0
1737.87,2,6,0,1,4,4,15,1175.0,1,1
2063.42,16,237,0,1,0,2,1,2879.42,0,0
1788.31,21,732,1,0,0,1,3,1727.68,0,0
8091.88,2,25,0,0,4,2,9,2907.17,1,1
3997.87,10,699,0,0,0,0,1,1979.16,0,0
6749.78,22,1409,0,0,0,0,2,1429.74,0,0
1578.08,12,870,0,0,0,1,5,1931.86,0,0
2755.95,9,1448,1,0,1,0,2,1017.84,0,0
2172.49,10,1252,0,0,0,1,3,1226.8,0,0
3171.79,21,272,0,0,0,0,3,1709.78,0,0
5851.71,3,242,1,1,5,5,8,2897.73,1,1
10860.7,3,211,1,1,3,6,7,2168.11,1,1
15303.97,3,217,1,1,4,6,9,1228.81,0,1
2141.02,22,1397,0,0,1,1,0,2013.75,0,0
2284.22,10,941,0,0,0,0,1,2272.37,0,0
2386.66,8,962,0,0,1,2,3,2217.46,0,0
3205.69,12,1428,0,0,0,1,3,2731.51,0,0
2399.07,13,108,0,0,0,0,3,1102.67,0,0
992.55,11,223,1,0,0,1,2,2782.36,0,0
2543.66,21,322,0,0,1,0,2,1679.7,0,0
6594.18,12,170,1,1,5,4,8,2423.85,1,1
2018.11,1,214,1,0,4,2,11,3807.9,1,1
1384.66,21,309,0,0,0,1,1,1883.09,0,0
1141.75,9,616,0,0,0,0,2,1277.78,0,0
6870.82,5,77,1,1,1,2,6,2565.18,1,1
4867.96,18,118,1,1,1,7,7,2158.73,0,1
1689.36,12,751,0,0,0,1,6,1612.64,0,0
6700.77,0,214,1,1,1,2,1,1859.87,1,1
1552.76,20,659,0,0,0,0,2,1492.53,0,0
9635.44,16,198,1,1,3,1,2,2680.43,0,1
9029.95,13,225,0,1,5,3,6,1523.93,0,1
19509.78,4,94,1,0,4,7,8,1534.59,0,1
7026.96,4,61,0,1,1,1,6,1575.55,1,1
2378.75,5,132,0,1,2,4,6,1734.65,1,1
3828.34,5,54,1,0,3,5,7,3036.32,0,1
7334.03,5,157,1,1,3,3,8,1276.77,0,1
3538.18,0,32,1,1,3,2,7,2315.38,0,1
2781.89,20,104,1,1,4,2,9,1269.41,0,1
1576.36,14,894,0,0,0,0,1,1701.26,0,0
4390.53,0,130,1,1,3,4,9,1241.37,1,1
2233.15,10,969,0,0,0,3,8,1204.84,0,0
2603.9,15,863,0,0,0,1,3,1944.61,1,0
2233.08,12,1320,0,0,0,0,2,1430.48,0,0
5871.32,2,218,1,1,4,2,5,1921.94,0,1
15374.32,1,5,0,1,4,4,3,1164.76,1,1
5391.35,5,54,1,1,3,1,10,2126.3,1,1
2261.06,9,1111,0,0,1,1,2,1918.2,1,0
6699.16,20,25,1,1,3,1,4,1666.1,1,1
1121.32,13,709,0,1,1,1,3,1004.37,0,0
1381.35,17,491,0,0,0,0,3,1650.26,0,0
3382.55,14,522,0,0,1,0,5,2385.57,0,0
10656.15,3,210,1,1,3,2,13,1405.27,1,1
1741.49,9,196,0,0,0,1,2,1532.05,0,0
7046.11,5,67,1,0,3,3,9,2199.69,1,1
14411.46,3,146,0,0,4,3,7,1729.9,0,1
7788.38,2,209,1,1,5,3,5,1286.59,0,1
5655.28,1,229,1,1,5,3,11,1955.57,1,1
1551.52,18,1399,0,0,0,1,0,2554.3,0,0
1934.12,21,692,0,0,0,1,3,1544.92,0,0
1222.17,17,137,0,1,0,3,4,2260.01,0,0
2391.89,9,1268,0,0,0,0,1,1434.04,0,0
3028.17,16,112,0,0,0,1,3,1182.27,0,0
2428.76,20,1135,0,0,0,1,3,1306.65,1,0
2587.84,5,44,1,1,2,2,8,752.93,0,1
4815.19,22,70,0,1,5,1,15,1797.16,0,1
6460.66,6,97,1,1,5,3,10,3625.95,1,1
8125.77,5,166,1,1,3,4,0,1822.54,1,1
2257.17,20,816,0,0,0,0,4,2847.77,0,0
9671.92,16,220,1,1,3,2,7,3276.38,1,1
2788.37,19,1295,0,0,1,0,2,2757.57,0,0
5834.77,7,153,0,1,2,3,7,1602.95,1,1
18710.06,5,96,1,1,4,1,13,1063.23,1,1
12738.15,4,202,1,1,2,2,2,1319.92,0,1
5670.89,5,73,1,0,4,6,9,4121.42,1,1
826.22,14,152,1,0,0,1,0,2951.11,1,0
1923.34,3,42,1,1,2,0,7,1773.88,0,1
11165.14,2,58,1,1,1,2,12,1062.34,1,1
8340.69,4,5,1,1,1,4,3,1709.88,1,1
5121.44,3,144,1,0,4,3,10,1439.9,1,1
1879.19,16,1320,0,0,0,0,3,3034.29,0,0
5840.13,20,30,1,1,1,0,7,1617.8,0,1
1627.04,11,895,1,0,0,0,5,2290.47,0,0
18293.91,0,173,1,1,2,1,7,2039.56,0,1
2276.4,5,71,0,1,3,3,8,1493.06,1,1
3414.68,2,203,0,1,4,4,10,2154.28,1,1
4936.42,2,76,1,1,3,2,12,2371.83,1,1
4401.62,15,97,1,1,5,5,7,4033.12,0,1
1253.01,18,1130,0,0,0,1,1,969.11,0,0
6954.62,3,166,0,0,3,4,4,1502.92,1,1
9440.96,8,83,1,1,3,4,5,1046.13,1,1
2092.8,16,447,0,0,0,0,4,2273.08,0,0
2366.65,15,62,0,0,0,2,3,1280.98,0,0
5491.94,10,152,0,1,5,2,6,1612.46,1,1
3339.92,12,348,0,0,0,1,3,929.78,0,0
1814.29,1,136,0,0,4,4,4,1575.87,1,1
8722.17,2,206,1,0,4,1,10,1175.13,1,1
1948.9,8,1011,0,0,0,0,3,2402.93,0,0
5195.72,12,151,1,1,4,1,8,1605.34,1,1
7730.47,20,175,1,0,3,6,15,1421.44,1,1
4234.53,0,156,0,1,3,3,11,1700.8,1,1
7886.95,2,119,1,1,3,2,7,2379.81,1,1
4550.61,5,186,0,1,2,1,12,2591.22,1,1
1985.14,21,1393,0,0,0,0,0,1664.62,0,0
1320.57,13,460,0,0,0,1,4,1952.97,0,0
3863.51,8,143,1,1,4,2,9,3183.82,1,1
4945.85,6,5,1,1,3,1,7,2571.96,1,1
1795.61,17,290,0,0,0,0,3,2180.83,0,0
2565.39,17,1071,0,0,2,1,6,1802.73,0,0
3601.54,8,340,0,0,0,0,2,839.9,0,0
2199.49,20,390,0,0,0,0,4,1415.0,0,0
1872.1,22,776,0,0,0,0,4,2205.21,0,0
3276.06,2,124,1,1,5,1,6,1041.65,1,1
5018.29,21,200,1,1,5,2,6,1967.22,1,1
1982.15,10,379,0,0,0,1,2,2996.7,0,0
4436.11,4,74,1,1,3,4,8,1745.03,1,1
3540.58,0,64,1,1,3,4,13,1634.7,1,1
3486.19,12,100,1,1,3,2,9,1842.95,1,1
3964.79,1,93,1,0,5,4,5,1336.91,1,1
3419.08,0,215,1,1,2,2,11,1920.14,0,1
7516.68,5,18,1,0,3,1,8,4656.0,1,1
1785.08,13,290,0,0,0,0,1,1533.73,0,0
12418.78,3,187,1,1,3,1,7,2107.96,0,1
13069.2,0,84,1,1,5,5,9,1284.38,0,1
2164.46,20,683,0,0,0,1,3,2083.93,0,0
1780.02,9,480,0,0,1,0,6,1251.29,0,0
3275.2,15,992,0,0,0,0,3,2056.86,0,0
6423.15,0,174,1,0,5,4,18,1982.04,1,1
1970.79,8,1074,0,0,0,2,5,1828.26,0,0
1533.08,20,1459,0,0,0,0,1,1866.49,0,0
3555.07,21,1393,0,0,0,0,2,2461.11,0,0
1825.79,9,1431,0,0,0,0,5,2782.97,0,0
10899.21,4,92,1,1,3,3,10,2026.27,1,1
2028.79,9,1086,0,0,0,1,0,1822.86,0,0
7047.01,18,106,1,0,5,2,5,1362.62,1,1
3216.75,22,1045,0,0,0,1,5,1634.75,0,0
1450.18,22,387,0,0,0,1,2,778.43,0,0
2344.11,1,42,1,0,3,2,8,1600.34,1,1
10644.32,2,41,1,1,5,2,6,1947.02,1,1
1550.02,17,1115,0,0,1,0,0,1897.77,0,0
1830.87,21,505,0,1,2,0,4,1083.9,1,0
7342.61,5,66,1,0,3,1,7,1888.66,1,1
2717.96,22,622,0,0,1,0,1,2002.54,0,0
1057.77,12,1357,0,0,0,0,3,4025.83,0,0
8566.29,3,66,1,1,3,2,3,2001.42,0,1
5928.29,19,240,1,1,2,2,8,2952.56,1,1
1122.07,18,1223,0,0,0,0,4,2778.66,0,0
11903.0,3,157,1,1,5,5,9,4717.62,1,1
4901.74,18,584,0,0,0,0,2,1784.01,0,0
3223.11,0,40,1,1,2,2,7,1630.29,1,1
6773.41,21,1329,0,0,0,0,2,2463.01,0,0
3020.72,13,511,0,0,0,0,6,2022.48,1,0
1712.29,12,920,0,0,0,1,2,1440.77,0,0
10002.29,7,80,1,1,2,2,10,2805.82,1,1
1768.92,21,1347,0,0,0,0,4,3221.47,0,0
7282.75,4,130,1,1,4,5,11,2860.85,1,1
7637.72,16,184,1,0,2,4,9,2261.57,1,1
2714.66,18,1427,0,0,0,0,2,2312.1,1,0
1743.02,16,917,0,0,0,0,4,1313.66,0,0
1573.17,15,325,0,0,1,1,2,3476.81,0,0
2611.11,23,194,1,0,3,3,6,1432.28,1,1
1364.4,13,374,0,0,0,2,2,989.11,0,0
2321.09,8,894,0,0,1,1,5,2461.51,1,0
29726.24,3,203,0,1,2,5,9,1179.13,1,1
9183.88,17,227,1,1,1,6,3,1405.85,1,1
7119.51,0,175,1,0,3,5,7,2292.26,0,1
11429.76,1,206,1,0,2,4,9,1102.17,1,1
4813.32,8,112,1,1,3,6,8,2236.78,0,1
16480.88,11,26,1,1,3,3,10,1393.39,0,1
1769.01,17,1439,0,0,1,0,2,1515.12,0,0
31510.86,5,84,0,1,3,3,10,1937.35,0,1
2597.62,18,597,0,0,0,2,3,2154.42,0,0
11317.1,3,130,1,0,4,2,10,1647.36,1,1
7681.67,4,52,1,1,3,2,11,2075.7,1,1
49450.24,16,134,1,1,2,3,8,2226.01,0,1
2058.7,8,1482,0,0,1,0,2,1416.21,0,0
1691.83,14,402,0,0,0,0,3,1467.07,0,0
2671.47,3,243,1,0,1,4,12,1726.97,1,1
13864.23,3,65,1,1,5,3,5,2051.6,0,1
4176.53,21,245,1,1,3,2,7,2075.72,1,1
4939.21,19,119,1,1,3,3,6,2510.77,1,1
1978.4,13,429,1,0,0,1,5,1975.14,0,0
1208.43,19,1443,1,0,0,0,7,1710.36,0,0
19373.01,0,46,0,1,5,1,7,2177.58,1,1
1459.5,18,546,0,0,0,1,2,1356.79,0,0
6767.63,12,32,1,1,1,1,5,1621.26,0,1
